,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,mae_mean,mae_std,rmse_mean,rmse_std,train_mae_mean,train_mae_std,train_rmse_mean,train_rmse_std,overfit_gap_%
256,0.6752098938461665,0.1776922843428697,0.24513753534561916,9,4,1000,4.24023895565386,0.935985592112873,2844.926139359474,7.6582064591807395,7700.237265511011,124.45670126342681,1102.5638814786905,14.018433912021443,2073.5910407185916,33.9104072230859,158.02823647225185
251,0.8624647350724286,0.08871438473485344,0.1735080756690815,14,13,500,0.5397185732323218,0.8741192064463493,2846.31202614885,5.763371716698018,7827.5640587264015,73.0013027461373,981.6158916005339,20.53167512900144,1987.2471118998035,55.486625931998795,189.96189349664166
421,0.6857625931972658,0.1354031640184863,0.08426793108396591,13,11,900,2.1238576521252646,0.686137752553021,2848.43737496298,3.9520633422931972,7662.168516909216,155.88172888711196,1346.2141347297872,30.142564883482443,2789.88859749901,106.20770324510109,111.5887288269128
272,0.7573791386254366,0.4139341876610864,0.2463139046583126,14,5,500,4.897754201908785,0.6579860289519268,2857.9510711869348,8.870853023914282,7890.631064501715,149.63746753943528,775.7273878692998,21.4177716452415,1562.744634197813,49.35086323332961,268.42209207501423
365,0.6502200859050613,0.008473832444790497,0.2410474635271288,14,2,900,1.3279141647930304,0.6070209453466515,2858.80624454665,11.745766485346863,8061.945305736069,188.87937503093062,492.50905839764283,12.261469802113698,1184.8395101956326,31.814394458388474,480.4575968303311
124,0.9657195226241996,0.05887554144507057,0.18295494265427606,11,2,300,2.0262404401384435,0.7989859575919562,2863.4933997838084,8.300093211159892,7859.133524805348,116.98092077166419,1232.2267167067162,12.18895699050418,2252.863694293191,21.82076002348025,132.383648314075
20,0.7791132658292367,0.276446544535664,0.18780901716381806,12,11,600,1.2107996913871295,0.9212559025519583,2865.0441385833387,2.79778151555169,7787.970344567925,99.17626917904975,1039.85817545043,18.44166260178034,2052.680653097717,54.22817142672041,175.52258627406593
184,0.7620083196321286,0.2964591999158909,0.18382446980305023,9,2,1000,3.2606162276521893,0.7248592226785788,2865.421033924933,5.959149812854654,7674.249224636075,188.42456981085715,1278.0873396283896,24.374457577159234,2320.6471912225024,64.09054971234782,124.19602675651795
415,0.8390673130810813,0.43304781680584575,0.29402011867701866,14,10,900,4.723681293915398,0.894614091333917,2867.505590786814,12.941161234053931,8042.257628304355,33.64630825514246,451.0759311468764,9.132610885151388,1172.0299433865293,31.83104706152164,535.7035241264325
402,0.6045671933816295,0.3518498898145255,0.3010771329178171,12,4,600,2.5054394013109853,0.8824772731853434,2869.441059011356,13.627072627830437,8020.335415660182,206.02662150885337,646.2030214436139,8.328202901985883,1366.4849625611212,30.11185227687735,344.0463699165382
133,0.8928899545638245,0.40328057393072486,0.20763501001321522,11,16,1000,4.902884000899941,0.96134552505441,2869.8007630291872,1.8443148049531375,7793.075300204994,128.7290220943066,1007.236507887823,9.673841268982766,2003.4068249046352,22.521677134804865,184.9182630450087
35,0.9394679179698697,0.06831066572101441,0.2226732990730356,12,10,500,4.050566973395904,0.9468289274320415,2872.2733511630795,13.739658209321371,7913.804953184185,161.17698684109445,992.4043117329487,15.09385287407729,1974.5985913934019,52.72681692908689,189.4257226822685
209,0.9623564419151042,0.38497235012583947,0.17699111738101517,10,4,500,3.6597903379281727,0.9404697043411083,2879.4548475756,7.3144805066370076,7821.244992335953,137.83209892917884,1320.5431957571654,22.635331355770152,2528.014540874591,53.600523057402334,118.05078825343496
277,0.8603893868603816,0.27271593470345273,0.028681931764565682,13,6,800,1.7798668689742636,0.9912247271894115,2880.271853899759,28.66278295841192,7926.803930983068,146.27883578034601,1456.1505481417005,28.822626481468777,3058.5355420559267,29.278108298647155,97.80041683021604
165,0.7886129840410051,0.27161640289497907,0.05777372148377934,14,17,900,3.8829842639587087,0.9083687378576208,2881.7711616282504,18.27053407087811,7821.854809296393,178.15013913890522,1481.8080936313702,4.781169914708475,3285.5306858409695,50.37891400609434,94.47667845882002
490,0.8439766234384207,0.46226123436594996,0.24574379364051194,12,5,300,3.8625814303970203,0.8809953366353875,2885.433120548365,10.846939060176618,7918.529003556568,170.77640909927757,1093.2614539587532,23.682501943717977,2095.194413635791,47.99153706403944,163.92891746983946
321,0.7785678065606328,0.39919017025917625,0.25672671210048353,14,8,600,2.910993732970569,0.748468969375051,2887.4865619552133,13.809410727431104,7952.611954801533,60.524074123005924,703.1932213926017,16.1371822510883,1455.3676518476132,45.431165471305384,310.6249141931209
412,0.7149846659589001,0.32837803173727853,0.3005611995099677,12,7,600,0.3779180692703349,0.9805692883382264,2891.167769337461,16.045840046429184,8039.804127066053,149.68573434091786,566.0571404180017,13.271416242238747,1286.3744918395394,34.809555431232766,410.7554631679929
219,0.9024653315580984,0.17378576211949104,0.2094735173461654,9,3,1000,1.1732104092772677,0.7597263663237233,2893.4605782223643,7.6934376398046895,7873.370661747434,185.76396737983347,1179.573399333746,28.30087262152457,2114.3190822245892,76.73562121299815,145.29720489260498
177,0.6876855949432177,0.48793262790956565,0.11106873753133205,13,19,800,2.7768177546881563,0.8876807113089056,2894.9483509846937,11.102167041782295,7750.52222955432,163.0450772635818,1377.6676932282523,18.407491218910284,2898.018362420993,63.54075263020758,110.13400874640804
337,0.7823917103039748,0.22172791819095206,0.19063509560643385,9,7,900,2.3824169188914635,0.9984491798557764,2896.246744570232,13.988636186334059,7697.321809617123,159.39522002557155,1360.7989330083667,13.324287081260278,2645.779083676863,57.22674027380819,112.83428979234986
169,0.87218265054373,0.19777254193998434,0.302409955561207,11,11,900,3.7852963380561166,0.9810594552154868,2896.9872393905266,2.9005983275167853,7955.9980535001205,108.71880996950468,686.6628663550091,3.6367594305260376,1448.3068819456594,17.05381111278277,321.8936804852304
441,0.8692985757418126,0.20405952841296154,0.275685929272532,14,9,300,2.325276241503222,0.9496682728628104,2897.934422082095,7.237795396743966,7985.33659426033,132.25472272985277,791.9423375851761,27.846229202809564,1619.8717228274188,57.489105958955975,265.92745261209274
279,0.6505015131170454,0.3298146831973711,0.058485943385761435,14,8,500,3.7536475349967358,0.823192295513056,2898.84522849532,15.238336141008881,7841.189849082461,195.8813631017759,1549.3474394697607,16.151411572329003,3393.219176867479,56.602317324996584,87.10104361662114
